"5227","WOMENS INSTITUTE FOR FREEDOM OF THE PRESS","1972"
"956","CATHOLIC CHARITIES OF SANTA CLARA COUNTY","1981"
"8498","QUEENS LEGAL SERVICES CORPORATION","-1"
"2111","HOFSTRA UNIVERSITY SCHOOL OF LAW","-1"
"8197","GREAT WESTERN MALTING COMPANY","-1"
"9895","MASSACHUSETTS COMMITTEE FOR CHILDREN AND YOUTH","-1"
"3400","NATIONAL HISPANO LATINO COMMUNITY PREVENTION NETWORK","-1"
"4977","US PUBLIC INTEREST RESEARCH GROUP","1983"
"3760","NORTH CAROLINA COALITION AGAINST DOMESTIC VIOLENCE","-1"
"3033","MOTOROLA","-1"
"7352","SAVE OREGONS RAINBOW TROUT INC","-1"
"579","ASSOCIATION OF DEPUTY DISTRICT ATTORNEYS","-1"
"3982","PARAPROFESSIONAL HEALTHCARE INSTITUTE","1900"
"6289","NEW YORK STATE CATHOLIC WELFARE COMMITTEE","-1"
"1253","COLORADO CATTLEWOMEN","-1"
"6688","CHAMBER OF COMMERCE OF JOPLIN MISSOURI","-1"
"3849","OHIO ASSOCIATION OF SCHOOL BUSINESS OFFICIALS","-1"
"2088","HEPATITIS C ACTION AND ADVOCACY COALITION","-1"
"5260","WYOMING FARM BUREAU FEDERATION","1929"
"5148","WESTERN MANUFACTURED HOUSING COMMUNITIES ASSOCIATION","1945"
"1221","COALITION FOR LOCAL SOVEREIGNTY","-1"
"10942","TRANS TEXAS HERITAGE ASSOCIATION","-1"
"8664","FREEDOM COUNCIL","-1"
"11973","ILLINOIS PUBLIC INTEREST RESEARCH GROUP","-1"
"12098","FREE BURMA--NO PETRO DOLLARS","-1"
"11572","NATIONAL ASSOCIAITON OF REALTORS","-1"
"11430","NATIONAL ASSOCIATION OF CHAIN DRUG STORES","-1"
"5224","WOMENS CRIMINAL DEFENSE BAR ASSOCIATION","-1"
"11490","WASHINGTON STATE BAR ASSOCIATION","-1"
"11531","COMMISSION ON PRESIDENTIAL DEBATES","-1"
"6541","RETAIL CLERKS INTERNATIONAL ASSOCIATIONAFL-CIO","-1"
"8860","DISABLED IN ACTION OF GREATER SYRACUSE","-1"
"4676","TASK FORCE DETAINEES OF THE PHILIPPINES","1974"
"10579","REPRODUCTIVE RIGHTS TASK FORCE OF THE WISCONSIN WOMENS NETWORK","-1"
"4544","SOUTH CAROLINA EDUCATION ASSOCIATION","1968"
"11377","NATIVE HAWAIIAN ADVISORY COUNCIL","-1"
"8494","CITY OF DALLAS","-1"
"12200","PRO-FAMILY NETWORK","-1"
"7447","NATIONAL ASSOCIATION OF STATE UNITS ON AGING","-1"
"11426","NONPRESCRIPTION DRUG MANUFACTURERS ASSOCIATION","-1"
"2686","LIFE LEGAL DEFENSE FOUNDATION","1989"
"10952","BATEMAN EICHLER HILL RICHARDS INC","-1"
"7873","AMERICAN CIVIL LIBERTIES UNION FUND OF MICHIGAN","-1"
"7592","FOOD RESEARCH AND ACTION CENTER","-1"
"172","AMERICAN ASSOCIATION OF DIRECTORS OF PSYCHIATRIC RESIDENCY TRAINING","1971"
"2602","LAW COUNCIL OF AUSTRALIA","1933"
"2919","MIDLAND MEDICAL SUPPLY","1970"
"11765","TRANE EXPORT INC","-1"
"3919","OREGON FOREST INDUSTRIES COUNCIL","-1"
"11466","MONTANA LAW FOUNDATION","-1"
"7624","COUNTY OF SANTA CLARA CA","-1"
"733","BETA UPSILON CHI","2001"
"8466","CONCERNED CONSUMERS LEAGUE INC","-1"
"930","CANADIAN ASSOCIATION FOR COMMUNITY LIVIING","1958"
"8851","LEAGUE OF HUMAN DIGNITY LINCOLN NEBRASKA","-1"
"3214","NATIONAL ASSOCIATION OF RIGHTS PROTECTION AND ADVOCACY","1980"
"2319","INTERNATIONAL ASSOCIATION OF DRY CARGO SHIPOWNERS","1980"
"6441","INDEPENDENT COMMUNITY BANKERS OF AMERICA","-1"
"4276","RELIGIOUS COALITION OF GEORGIANS FOR CHOICE","-1"
"3920","OREGON GAY AND LESBIAN LAW ASSOCIATION","1991"
"7837","WESTSIDE COMMUNITY FOR INDEPENDENT LIVING INC","-1"
"2187","ILLINOIS BANKERS ASSOCIATION","-1"
"3027","MOTHER OF DIVINE GRACE DRUG AWARENESS GROUP","-1"
"3624","NEVADE DESERT EXPERIENCE","-1"
"3579","NAVYA SHASTRA","-1"
"7292","DADE CHRISTIAN SCHOOLS","-1"
"7585","SOFTWARE ASSOCIATION","-1"
"7570","STANDARD BRANDS INCORPORATED","-1"
"13","ABC INC","-1"
"8729","LATINO POLICE OFFICERS ASSOCIATION","-1"
"3995","PARTISAN DEFENSE COMMITTEE","-1"
"10240","CHICAGO CATHOLIC WOMEN","-1"
"7157","COUNCIL FOR AMERICAN PRIVATE EDUCATION","-1"
"7172","GROCERY MANUFACTURERS OF AMERICA","-1"
"12048","NORTH CAROLINA HUMAN RELATIONS COMMISSION","-1"
"11547","HOUSING WORKS","-1"
"11958","HAWAIIAN HOMES COMMISSION","-1"
"2721","LOUISIANA FOUNDATION AGAINST SEXUAL ASSAULT","1985"
"9792","LTV AEROSPACE AND DEFENSE COMPANY","-1"
"8236","CITY OF VALLEJO","-1"
"3352","NATIONAL EDUCATION ASSOCIATION","-1"
"12135","NATIONAL COUNCIL OF YOUNG ISRAEL","-1"
"2520","KANSAS APPELLATE DEFENDER OFFICE","-1"
"1922","GAYLAW","-1"
"11832","MAPLE CREEK MINING INC","-1"
"11326","ENGINEERS AND SCIENTISTS GUILD LOCKHEED SECTION","-1"
"8884","SOUTHERN METHODIST UNIVERSITY ASSOCIATION OF WOMEN LAW STUDENTS","-1"
"9680","LOS ANGELES CITY COMMISSION ON THE STATUS OF WOMEN","-1"
"8035","GREEK CHAMBER OF SHIPPING","-1"
"116","ALLIANCE FOR NONCUSTODIAL PARENTS RIGHTS","-1"
"8189","PARSONS AND WHITTEMORE INC","-1"
"5168","WHITMAN WALKER CLINIC","1973"
"8527","COACHELLA VALLEY IRRIGATION DISTRICT","-1"
"6254","UNITED STATES LINES COMPANY","-1"
"9559","ROGERS CABLESYSTEMS INC","-1"
"7862","NATIONAL HEALTH FEDERATION","-1"
"3046","MULTIRACIAL ACTIVIST","-1"
"8183","NATIONAL ALLIANCE FOR HYDROELECTRIC ENERGY","-1"
"11596","STRUCTURAL BOARD ASSOCIATION INC","-1"
"10551","JUNIOR LEAGUE OF BROOKLYN","-1"
"3196","NATIONAL ASSOCIATION OF MINORITY CONTRACTORS","1969"
"8418","PEAT MARWICK MITCHELL AND CO","-1"
"7936","UNITED COALITION","-1"
"543","ASSOCIATION FOR FINANCIAL MARKETS IN EUROPE","-1"
"5005","VERMONT FEDERATION OF SPORTSMANS CLUBS","1875"
"8570","LOS ANGELES COMMITTEE FOR THE DEFENSE OF THE BILL OF RIGHTS","-1"
"10739","INSTITUTE FOR AGRICULTURE AND TRADE POLICY","-1"
"10533","FEDERATION OF RECONSTRUCTION CONGREGATIONS AND HAVUROT","-1"
"11650","AMTOPP CORPORATION","-1"
"5173","WIDENER UNIVERSITY SCHOOL OF LAW","-1"
"2587","LAMBDA LEGAL DEFENSE AND EDUCATION FUND","1973"
"10525","CLEVELAND SURGI-CENTER INC","-1"
"2277","INSTITUTE FOR THE ADVANCED STUDY OF HUMAN SEXUALITY","1976"
"7550","SUNMARK INDUSTRIES A DIVISION OF SUN OIL COMPANY OF PENNSYLVANIA","-1"
"6333","EAGLE ROCK COUNCIL FOR CIVIC UNITY","-1"
"9156","WISCONSIN PUBLIC SERVICE COMMISSION","-1"
"3232","NATIONAL ASSOCIATION OF STATE UTILITY CONSUMER ADVOCATES","1979"
"3227","NATIONAL ASSOCIATION OF STATE BOARDS OF ACCOUNTANCY","1908"
"10762","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","-1"
"10595","WOMENS RIGHTS COALITION OF OREGON","-1"
"9571","FLORIDA CABLE TELEVISION ASSOCIATION INC","-1"
"2777","MANUFACTURERS ASSOCIATION WORK GROUP","-1"
"6181","UNITED TRANSPORT SERVICE EMPLOYEES OF AMERICA","-1"
"7594","LAWYERS MILITARY DEFENSE COMMITTEE","-1"
"77","ALABAMA SHERIFFS ASSOCIATION","1897"
"7855","DISABLED IN ACTION OF BALTIMORE","-1"
"3241","NATIONAL ASSOCIATION OF WHEAT GROWERS","1950"
"10114","AIR FORCE ASSOCIATION","-1"
"4574","SOUTHERN CENTER FOR HUMAN RIGHTS","1978"
"514","ASIAN FEDERATION AGAINST INVOLUNTARY DISAPPEARANCE","-1"
"10908","RJR NABISCO INC","-1"
"7924","NEW JERSEY ASSOCIATION FOR AFFIRMATIVE ACTION IN HIGHER EDUCATION","-1"
"8734","ROZAYS TRANSFER","-1"
"9828","JOURNALISM EDUCATION ASSOCIATION","-1"
"4800","TRAFFIC SAFETY ASSOCIATION OF MICHIGAN","1919"
"6795","AMERICAN SLOVENIAN CATHOLIC UNION","-1"
"4014","PENDULUM FOUNDATION","1998"
"6970","LAGUNA PUEBLO","-1"
"7229","LEAGUE OF WOMEN VOTERS OF CHICAGO","-1"
"7510","PUEBLO OF SANDIA","-1"
"4147","PROCTER AND GAMBLE","1837"
"11649","AMERICAN STANDARD INC","-1"
"1916","GAY AND LESBIAN COMMUNITY CENTER OF UTAH","-1"
"10171","CRIME VICTIMS LEGAL CLINIC","-1"
"2386","INTERNATIONAL SOCIETY FOR KRISHNA CONSCIOUSNESS","-1"
"6899","IOWA STATE UNIVERSITY RESEARCH FOUNDATION INC","-1"
"6206","UNITED PUBLIC WORKERS OF AMERICA","-1"
"8456","ARIZONA CONSUMER COUNCIL","-1"
"6376","PUBLIC SERVICE ELECTRIC AND GAS COMPANY","-1"
"6841","BERKELEY NEIGHBORHOOD LEGAL SERVICES","-1"
"7666","BLACK LAW STUDENTS ASSOCIATION OF THE UNIVERSITY OF CALIFORNIA BERKELEY SCHOOL OF LAW","-1"
"7490","KENTUCKY UTILITIES COMPANY","-1"
"1961","GEORGIA SPORT SHOOTING ASSOCIATION","-1"
"11846","WOMEN AGAINST VIOLENCE","-1"
"7676","WELLS FARGO AND CO","-1"
"1035","CENTER FOR PEACE STUDIES AT GEORGETOWN UNIVERSITY","-1"
"2839","MEDICAID","2007"
"685","BAPTIST PEACE FELLOWSHIP OF NORTH AMERICA","1984"
"4693","TECHNOLOGY NETWORK","-1"
"9548","KOOTENAI TRIBE OF THE FLATHEAD RESERVATION","-1"
"9993","NATIONAL TRAINING AND INFORMATION CENTER","-1"
"9913","TOTALLY EQUAL AMERICANS","-1"
"9540","REGIONAL DISTRIBUTION AND CARRIERS CONFERENCE","-1"
"6243","IOWA INDEPENDENT OIL JOBBERS ASSOCIATION","-1"
"7389","NATIONAL CENTER FOR LAW AND THE HANDICAPPED","-1"
"6640","SAN FRANCISCO CALIF CHRONICLE","-1"
"7663","STANFORD UNIVERSITY","-1"
"6399","NATIONAL OIL JOBBERS COUNCIL INC","-1"
"9327","PUEBLO OF TAOS","-1"
"1868","FOUNDATION FOR FREE EXPRESSION","1990"
"377","AMERICAN SOCIETY FOR ADOLESCENT PSYCHIATRY","1967"
"6530","CANADA","-1"
"12071","EAGLE FORUM EDUCATION AND LEGAL DEFENSE FUND AND THE CLAREMONT INSTITUTE CENTER FOR CONSTITUTIONAL JURISPRUDENCE","-1"
"3210","NATIONAL ASSOCIATION OF REALTORS","-1"
"332","AMERICAN JEWISH CONGRESS","1918"
"10768","CHURCH OF SCIENTOLOGY OF CALIFORNIA","-1"
"6487","CERTIFIED LIVESTOCK MARKETS ASSOCIATION","-1"
"711","BECAUSE I LOVE YOU","1982"
"6853","PUBLIC RESOURCES COUNCIL OF OREGON","-1"
"9397","CONFEDERATED SALISH TRIBE OF MONTANA","-1"
"8145","BROWNSVILLE INDEPENDENT SCHOOL DISTRICT","-1"
"7399","PLAINTIFFS IN POE ET AL V MATHEWS ET AL AND OTHER CASES","-1"
"81","ALASKA COMMUNITY ACTION ON TOXICS","1998"
"257","AMERICAN CORRECTIONAL CHAPLAINS ASSOCIATION","1885"
"1315","COMMUNITY OF CHRIST","-1"
"3711","NEW YORK STATE BAR ASSOCIATION","1876"
"2425","ISIS PHARMACEUTICALS","1989"
"11514","NATIONAL ORGANIZATION ON MALE SEXUAL VICTIMIZATION INC","-1"
"8319","CITY OF SANTA ANA CALIFORNIA","-1"
"1288","COMMITTEE ON THE PRESENT DANGER","-1"
"6359","NEW JERSEY OPHTHALMOLOGICAL SOCIETY","-1"
"11686","ELF ATOCHEM NORTH AMERICA INC","-1"
"5188","WISCONSIN ANTI VIOLENCE EFFORT","2007"
"9902","REGIONAL RAILROADS OF AMERICA","-1"
"11739","PCS PHOSPHATE COMPANY INC","-1"
"8186","SOLAR LOBBY","-1"
"4312","RICE UNIVERSITY","1891"
"6555","JEWISH COMMUNITY RELATIONS COUNCIL PITTSBURGH","-1"
"6121","BROOKLYN-MANHATTAN TRANSIT WOMENS LEAGUE","-1"
"11603","OFFSHORE MARINE SERVICE ASSOCIATION","-1"
"2282","INSTITUTE OF INTERNATIONAL BANKERS","1966"
"10420","USAA BUYING SERVICES INC","-1"
"9961","MIAMI UNIVERSITY","-1"
"8700","WILLIAM HASTIE BAR ASSOCIATION","-1"
"6398","GENERAL DAIRY INDUSTRY COMMITTEE OF SOUTHERN CALIFORNIA","-1"
"10146","SOUTH CAROLINA BAR","-1"
"1030","CENTER FOR MARRIAGE LAW","-1"
"4642","STUDENTS FOR SENSIBLE DRUG POLICY","2005"
"8100","FARMWORKER LEGAL SERVICES OF NEW YORK INC","-1"
"4018","PENNSYLVANIA ASSOCIATION OF SCHOOL ADMINISTRATORS","1958"
"8944","AMERICAN BANK AND TRUST COMPANY","-1"
"892","CALIFORNIA REDEVELOPMENT ASSOCIATION","1979"
"7721","HAWAIIAN TELEPHONE COMPANY","-1"
"1676","ENGLISH FIRST","-1"
"4949","UNIVERSITY OF VIRGINIA PATENT FOUNDATION","2005"
"6601","OKLAHOMA PRESS ASSOCIATION","-1"
"6840","LEGAL AID SOCIETY OF SAN MATEO COUNTY","-1"
"324","AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION","1897"
"633","ASSOCIATION OF ZOOS AND AQUARIUMS","1924"
"8374","FAIR HOUSING COUNCIL OF BERGEN COUNTY NEW JERSEY","-1"
"402","AMERICAN TORT REFORM ASSOCIATION","1986"
"9494","CITY OF PACIFIC GROVE","-1"
"3854","OHIO CHAPTER OF AMERICAN FISHERIES SOCIETY","-1"
"10033","SAN FRANCISCO BLACK CHAMBER OF COMMERCE","-1"
"9846","NATIVE AMERICAN CHURCH OF NORTH AMERICA","-1"
"7411","LD ARMORY AND COMPANY INC","-1"
"8097","NEW ENGLAND POWER POOL EXECUTIVE COMMITTEE","-1"
"2013","GREENSPACE","2002"
"10396","RELIGIOUS ALLIANCE AGAINST PORNOGRAPHY","-1"
"9018","SOCIETY FOR CLINICAL ECOLOGY","-1"
"9838","ASSOCIATION FOR EDUCATION IN JOURNALISM AND MASS COMMUNICATION","-1"
"6822","MASON CONTRACTORS ASSOCIATION OF AMERICA","-1"
"1177","CITIZENS FOR THE PRESERVATION OF CONSTITUTIONAL RIGHTS","-1"
"333","AMERICAN JUDICATURE SOCIETY","1913"
"7581","ASSOCIATION OF ELECTRONIC IMPORTERS","-1"
"1206","CLEVELAND STATE UNIVERSITY MARSHALL COLLEGE OF LAW","-1"
"1541","DISABLED VETERANS FOR SELF DEFENSE","-1"
"6616","WASHINGTON DC AREA COUNCIL ON ALCOHOLISM","-1"
"11123","DRUG WATCH OREGON","-1"
"539","ASSOCIATION COUNTY COMMISSIONERS OF GEORGIA","1914"
"3023","MORGAN STANLEY","-1"
"4956","UPTOWN PEOPLES LAW CENTER","1979"
"5095","WASHINGTON LAWYERS COMMITTEE FOR CIVIL RIGHTS AND URBAN AFFAIRS","-1"
"5243","WORLD ORGANIZATION FOR HUMAN RIGHTS","1996"
"7247","MAINE YANKEE ATOMIC POWER COMPANY","-1"
"11897","ORLEANS PARISH SCHOOL BOARD","-1"
"6079","ILLINOIS KAOLIN COMPANY","-1"
"11183","ALMOND ALLIANCE","-1"
"9804","CETUS CORPORATION","-1"
"4319","RISC FOUNDATION","2006"
"4465","SHERIFFS ASSOCIATION OF TEXAS","1874"
"4236","QUEST SOFTWARE","1987"
"12179","THE HEARST CORPORATION","-1"
"9144","FLORIDA PUBLIC SERVICE COMMISSION","-1"
"10258","AMERICAN COLLEGIANS FOR LIFE INC","-1"
"11548","NATIONAL LATINAO LESBIAN GAY BISEXUAL AND TRANSGENDER ORGANIZATION","-1"
"1911","GANNETT","1906"
"9328","ATCHISON TOPEKA AND SANTA FE RAILWAY COMPANY","-1"
"10642","AMERICAN COLLEGE OF TRUST AND ESTATE COUNSEL","-1"
"7328","THE KANSAS CITY STAR COMPANY","-1"
"7828","CALIFORNIA PARALYZED VETERANS OF AMERICA","-1"
"115","ALLIANCE FOR JUSTICE","1979"
"4526","SOKA GAKKAI INTERNATIONAL USA","1963"
"11274","CALIFORNIA AGRICULTURAL LABOR RELATIONS BOARD","-1"
"2381","INTERNATIONAL REFUGEE CENTER OF OREGON","-1"
"7508","PUEBLO OF ISLETA","-1"
"359","AMERICAN OCCUPATIONAL THERAPY ASSOCIATION","1917"
"5049","VIRGINIA1774ORG","-1"
"9441","NORTHERN CALIFORNIA FOOD EMPLOYERS AND RETAIL CLERKS UNIONS BENEFIT FUND","-1"
"3448","NATIONAL MAJOR GANG TASK FORCE","-1"
"5070","WARFIELD AND WALSH","1995"
"7005","NOOTER CORPORATION","-1"
"9936","SOUTHERN OREGON TIMBER INDUSTRIES ASSOCIATION","-1"
"7405","MISTER FROSTY SEAFOOD COMPANY","-1"
"6775","INTERNATIONAL SOCIAL SERVICE AMERICAN BRANCH","-1"
"7260","US CATHOLIC CONFERENCE MIGRATION AND REFUGE SERVICES INC","-1"
"8861","FEDERATION OF HANDICAPPED INDIVIDUALS DES MOINES IOWA","-1"
"3987","PARENTS FAMILIES AND FRIENDS OF LESBIANS AND GAYS","1981"
"11228","CHRISTIAN PHARMACISTS FELLOWSHIP INTERNATIONAL","-1"
"9251","LOCAL 542 INTERNATIONAL UNION OF OPERATING ENGINEERS","-1"
"3917","OREGON EDUCATION ASSOCIATION","-1"
"8425","AMERICAN ASSOCIATION OF SEX EDUCATORS","-1"
"668","AUTOMOTIVE ENGINE REBUILDERS ASSOCIATION","1922"
"6589","AMERICANS FOR PUBLIC SCHOOLS","-1"
"10487","RJR NABISCO HOLDINGS","-1"
"2413","IOWA SHERRIFS AND DEPUTIES ASSOCIATION","-1"
"11754","SIMSMETAL AMERICA","-1"
"8469","BATTEN BARTON DURSTINE AND OSBORN INC","-1"
"3655","NEW MEXICO ACEQUIA ASSOCIATION","1990"
"11120","PACIFIC STOCK EXCHANGE INC","-1"
"2657","LEGAL SERVICES NEW YORK CITY","1967"
"2699","LONDON JOINT CARGO COMMITTEE","-1"
"1449","CREATIVE DIRECT RESPONSE","1982"
"4725","TEXAS AND SOUTHWESTERN CATTLE RAISERS","1877"
"7090","WASHINGTON LAWYERS COMMITTEE FOR CIVIL RIGHTS UNDER THE LAW","-1"
"8873","DAYTON-HUDSON CORPORATION","-1"
"130","ALTNET","-1"
"8989","DEPARTMENT OF EDUCATION OF COLORADO","-1"
"108","ALLARD K LOWENSTEIN INTERNATIONAL HUMAN RIGHTS CLINIC","2002"
"4039","PENNSYLVANIA STATE EDUCATION ASSOCIATION","1857"
"1954","GEORGIA COALITION AGAINST DOMESTIC VIOLENCE","1999"
"10009","OHIO ASSOCIATION OF CRIMINAL DEFENSE LAWYERS","-1"
"6230","THE NORTHEAST WISCONSIN INDUSTRIAL ASSOCIATION","-1"
"4033","PENNSYLVANIA PUBLIC SCHOOL EMPLOYEES RETIREMENT SYSTEM","-1"
"357","AMERICAN NETWORK OF COMMUNITY OPTIONS AND RESOURCES","1970"
"1686","ENTERTAINMENT SOFTWARE ASSOCIATION","1994"
"8258","REPUBLIC NATIONAL BANK OF NEW YORK","-1"
"6946","AMERICAN CIVIL LIBERTIES UNION FOUNDATION SOUTH TEXAS PROJECT","-1"
"8352","INDIVIDUAL HOTEL EMPLOYEES","-1"
"8164","STATE OF ALASKA","-1"
"9134","CITY OF OCEANSIDE","-1"
"1988","GRACENOTE","1995"
"10798","FEDERAL SAVINGS BANK","-1"
"11382","CITIZENS OF DADE UNITED","-1"
"1055","CENTER FOR THE COMMUNITY INTEREST","1989"
"6305","TULSA WORLD","-1"
"188","AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS","1915"
"7241","CALIFORNIA POWER AND LIGHT COMPANY","-1"
"8245","LONG ISLAND LIBRARY ASSOCIATION","-1"
"4918","UNIVERSITY OF CHICAGO","1890"
"9530","SAVE OUR SECURITY","-1"
"4798","TRADITIONAL VALUES COALITION","-1"
"9077","WISCONSIN CITIZENS UTILITY BOARD","-1"
"6204","PLAYTHINGS JEWELRY AND NOVELTY WORKERS INTERNATIONAL UNION","-1"
"6718","REFORMED CHURCH IN AMERICA","-1"
"6107","GENERAL CANDY CORP","-1"
"3280","NATIONAL CITY BANK","1954"
"10290","FREEDOM VILLAGE USA","-1"
"185","AMERICAN ASSOCIATION OF SMALL PROPERTY OWNERS","-1"
"4989","UTAH SCHOOL BOARDS ASSOCIATION","1949"
"8088","UNITED STATES CATHOLIC CONFERENCE","-1"
"7753","SCIENTISTS AND ENGINEERS FOR SECURE ENERGY INC","-1"
"6978","CONFEDERATED TRIBES OF THE CHEHALIS RESERVATIONWA","-1"
"11874","COUNCIL OF LOCAL GOVERNMENTS","-1"
"7564","LITTLE TENNESSEE RIVER PORT AUTHORITY","-1"
"1405","CORONADO SAFE FOUNDATION","1998"
"11999","ILLINOIS CONSUMER JUSTICE COUNCIL INC","-1"
"10605","DOMESTIC VIOLENCE RESEARCH AND RESOURCES","-1"
"7840","TUBEROUS SCLEROSIS ALLIANCE","-1"
"3935","OREGONIANS FOR FOOD AND SHELTER","-1"
"1803","FELLOWSHIP OF CATHOLIC UNIVERSITY STUDENTS","-1"
"9319","UNION OF AMERICAN HEBREW CONGREGATIONS","-1"
"250","AMERICAN COLLEGE OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE","1916"
"364","AMERICAN PLANNING ASSOCIATION","1909"
"3096","NASHVILLE SONGWRITERS ASSOCIATION INTERNATIONAL","1967"
"10754","PEOPLE FIRST OF NEBRASKA","-1"
"6484","NATIONAL LIVESTOCK PRODUCERS ASSOCIATION","-1"
"8377","GREATER KANSAS CITY HOUSING INFORMATION CENTER","-1"
"10773","NEW YORK ASSOCIATION OF CRIMINAL DEFENSE LAWYERS","-1"
"8402","COMMUNITY RENEWAL SOCIETY","-1"
"11687","ELIZABETH ARDEN COMPANY","-1"
"11637","BAUM CO INC","-1"
"9971","STATE UNIVERSITY OF NEW JERSEY","-1"
"8209","AMERICAN CONCRETE INSTITUTE","-1"
"2482","JOSEPH R CROWLEY PROGRAM IN INTERNATIONAL HUMAN RIGHTS","-1"
"6199","INTERNATIONAL FISHERMEN AND ALLIED WORKERS OF AMERICA","-1"
"1418","COUNCIL OF ATHABASCAN TRIBAL GOVERNMENTS","1985"
"553","ASSOCIATION OF ALTERNATIVE NEWSWEEKLIES","1978"
"1884","FREEDOM ALLIANCE","1990"
"3691","NEW YORK CITY TEACHERS RETIREMENT SYSTEM","-1"
"10172","UNITY GROUP","-1"
"9080","SIERRA PACIFIC POWER COMPANY","-1"
"9556","CALIFORNIA CABLE TELEVISION ASSOCIATION","-1"
"6246","NEBRASKA PETROLEUM MARKETERS INC","-1"
"5219","WOMENS BAR ASSOCIATION OF MASSACHUSETTS","1978"
"9436","RETAIL FOOD EMPLOYERS AND MEATCUTTERS LOCAL 457 BENEFIT FUND","-1"
"9730","LEAGUE FOR COASTAL PROTECTION","-1"
"6513","COUNTY OF NASSAU","-1"
"11214","MINNESOTA STATE PUBLIC DEFENDER","-1"
"2200","ILLINOIS POLICY INSTITUTE","2004"
"11701","HEINZ","-1"
"200","AMERICAN BOOKSELLERS ASSOCIATION","1900"
"841","CALGUNS FOUNDATION","-1"
"8926","PLACER MINERS ASSOCIATION","-1"
"598","ASSOCIATION OF JESUIT COLLEGES AND UNIVERSITIES","-1"
"5075","WASHINGTON APPELLATE LAWYERS ASSOCIATION","-1"
"9641","CITY OF SAN LUIS OBISPO","-1"
"2396","INTERNET ALLIANCE","1981"
"371","AMERICAN RESORT DEVELOPMENT ASSOCIATION","1969"
"4804","TRANSAMERICA","1971"
"8997","NEW YORK FINANCIAL WRITERS ASSOCIATION","-1"
"6259","THE GROLIER SOCIETY INC","-1"
"9038","REPUBLIC INDUSTRIES INC","-1"
"12150","NATIONAL ASSOCIATION FOR THE PROTECTION OF UNBORN CHILDREN","-1"
"4426","SECOND AMENDMENT SISTERS","1999"
"7143","TONGUE AND YELLOWSTONE BEET GROWERS ASSOCIATION","-1"
"10327","AMERICAN WOMEN IN RADIO AND TELEVISION INC","-1"
"2039","HALLMARK CARDS INC","1960"
"11026","AMERICAN CIVIL LIBERTIES UNION OF KANSAS","-1"
"8777","TULALIP AND MUCKLESHOOT INDIAN TRIBES","-1"
"5047","VIRGINIA TRIAL LAWYERS ASSOCIATION","1960"
"4306","RHODE ISLAND LIBRARY ASSOCIATION","-1"
"1002","NATIONAL CENTER FOR CIVIL AND HUMAN RIGHTS","1973"
"6073","MID-CONTINENT PETROLEUM CORPORATION","-1"
"9691","LAWYERS COMMITTEE FOR URBAN AFFAIRS","-1"
"6492","WASHINGTON RAILROAD ASSOCIATION","-1"
"8823","NATIONAL EASTER SEAL SOCIETY","-1"
"7222","UNIVERSAL SOFTWARE","-1"
"7422","MISSOURI DOCTORS FOR LIFE","-1"
"3483","NATIONAL ORGANIZATION OF VETERANS ADVOCATES","1993"
"1448","CREATIVE DIRECT MARKETING INTERNATIONAL","2003"
"12070","NATIONAL LEAGUE OF CITIES COUNCIL OF STATE GOVERNMENTS","-1"
"7023","CHINESE FOR AFFIRMATIVE ACTION","-1"
"11270","NATIONAL COMMITTEE FOR AMISH RELIGIOUS FREEDOM","-1"
"1381","CONSUMER FEDERATION OF CALIFORNIA","1960"
"6138","WORKERS DEFENSE LEAGUE","-1"
"469","ARIZONA JUSTICE PROJECT","-1"
"11171","FAMILY PLANNING ADVOCATES OF NEW YORK STATE INC","-1"
"3145","NATIONAL ASSOCIATION OF BLACK JOURNALISTS","1975"
"1452","CRIMINAL JUSTICE LEGAL FOUNDATION","1982"
"4186","PROVINCETOWN CENTER FOR COASTAL STUDIES","1977"
"9015","WEED SCIENCE SOCIETY OF AMERICA","-1"
"501","ASHBROOK CENTER FOR PUBLIC AFFAIRS","1983"
"8401","IRS","-1"
"1968","GIRLS","1945"
"6341","AMERICAN COUNCIL ON HUMAN RIGHTS","-1"
"10311","TELECTRONICS INC","-1"
"2809","MASSACHUSETTS IMMIGRANT AND REFUGEE ADVOCACY COALITION","-1"
"7127","INDEPENDENT VOTERS OF ILLINOIS INDEPENDENT PRECINCT ORGANIZATION","-1"
"4603","ST PAUL TRAVELERS COMPANIES","1903"
"12089","CENTER FOR LABOR AND COMMUNITY RESEARCH","-1"
"10179","COMMITTEES ON CRIMINAL ADVOCACY","-1"
"3933","OREGON TRIAL LAWYERS ASSOCIATION","1956"
"1618","EASTER SEALS","1919"
"4953","UNUMPROVIDENT CORP","2007"
"6865","PIPELINE INTERVENORS","-1"
"7205","ALOHA AIRLINES INC","-1"
"12117","WASHINGTON BIOTECHNOLOGY ACTION COUNCIL","-1"
"8036","UNION OF GREEK SHIP OWNERS","-1"
"2736","LUTHERAN CHURCH MISSOURI SYNOD","1847"
"7898","CENTER FOR URBAN LAW","-1"
"4061","PHILADELPHIA NEWSPAPERS INC","1771"
